customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score
523,18,Centro-Oeste,113,50523,127.93,1,20.8,9,14,3,27.08,2,2,0,5.6,0,5,4.1
524,31,Sudeste,95,50524,817.01,2,30.9,6,3,0,49.14,3,2,1,5.6,0,4,6.6
525,25,Sudeste,16,50525,292.71,1,1.89,1,13,3,39.35,1,2,2,7.2,0,3,3.4
526,24,Sul,26,50526,135.14,6,0.43,9,14,0,46.39,1,4,10,4.7,0,6,0.0
527,47,Norte,76,50527,93.2,6,10.29,6,3,3,46.24,2,1,4,4.2,0,3,2.2
528,42,Nordeste,105,50528,249.4,4,19.76,3,14,3,12.01,2,1,3,2.8,0,4,3.6
529,56,Nordeste,73,50529,233.09,5,5.39,6,9,3,51.56,2,4,5,0.0,0,6,0.0
530,33,Sudeste,55,50530,569.36,2,1.09,9,7,1,21.15,1,0,11,10.0,1,1,2.0
531,28,Sudeste,55,50531,455.69,3,36.24,8,12,3,25.01,2,4,9,0.0,0,7,0.0
532,42,Norte,30,50532,538.87,2,2.64,1,8,5,60.65,3,1,6,2.4,0,3,0.7
533,50,Centro-Oeste,26,50533,267.78,2,12.37,4,3,0,31.34,2,2,5,6.8,0,3,5.3
534,69,Norte,47,50534,270.58,1,0.39,11,14,5,36.89,3,0,7,6.3,0,1,0.0
535,68,Centro-Oeste,102,50535,626.65,5,0.66,1,5,1,23.72,3,0,0,9.5,1,2,9.4
536,65,Centro-Oeste,111,50536,170.67,2,0.48,3,9,2,42.01,2,1,2,3.8,0,3,5.4
537,38,Sul,118,50537,44.51,2,19.24,7,8,2,43.36,1,1,6,3.9,0,3,3.7
538,69,Sul,50,50538,232.4,1,14.26,2,4,1,38.3,3,1,8,8.2,1,2,3.3
539,69,Centro-Oeste,58,50539,95.55,2,0.71,1,3,1,36.32,1,2,2,5.2,0,6,5.2
540,27,Centro-Oeste,9,50540,881.32,5,8.6,10,5,4,45.78,1,2,3,5.6,0,5,2.0
541,67,Centro-Oeste,43,50541,874.09,3,4.7,7,2,0,30.5,1,1,8,5.5,0,2,3.4
542,26,Norte,73,50542,374.93,3,54.23,1,7,5,37.95,1,1,11,1.7,0,6,0.0
543,18,Sul,99,50543,132.19,5,23.5,3,7,2,38.18,2,2,9,2.5,0,6,0.0
544,51,Norte,11,50544,198.35,2,24.65,6,11,4,48.14,2,1,7,3.5,0,3,0.3
545,48,Sul,66,50545,399.94,3,12.48,7,4,0,32.3,1,2,0,4.0,0,3,7.5
546,38,Nordeste,94,50546,337.17,4,4.47,2,10,1,56.28,3,3,4,4.3,0,5,3.1
547,41,Nordeste,101,50547,187.27,2,10.62,5,6,2,37.77,1,1,9,3.3,0,4,1.6
548,36,Sudeste,115,50548,437.82,2,37.85,8,6,3,55.64,3,0,3,4.7,0,2,3.5
549,65,Sul,42,50549,325.39,2,23.91,4,4,0,31.52,1,0,11,6.0,0,1,3.5
550,38,Sul,112,50550,697.48,3,25.55,6,14,2,16.68,1,2,11,0.6,0,4,0.0
551,42,Centro-Oeste,51,50551,711.66,5,61.1,5,7,4,30.14,3,1,6,5.2,0,4,0.8
552,37,Sudeste,49,50552,721.41,6,9.43,7,2,2,63.28,1,1,10,3.4,0,4,1.3
553,43,Nordeste,53,50553,101.0,5,12.18,2,14,2,40.28,2,1,9,4.1,0,5,1.8
554,24,Nordeste,118,50554,123.01,5,73.36,9,14,2,42.62,2,0,5,5.8,0,3,3.8
555,20,Norte,61,50555,370.21,3,24.93,10,7,1,41.49,3,2,2,8.9,1,5,6.3
556,57,Nordeste,90,50556,122.34,4,44.0,6,6,2,25.19,2,1,6,6.1,0,3,2.9
557,65,Norte,57,50557,540.55,2,22.89,9,9,1,48.24,3,1,7,4.3,0,3,4.0
558,25,Norte,105,50558,240.45,2,48.0,4,14,1,37.37,3,0,6,5.5,0,5,4.7
559,47,Norte,76,50559,1183.03,2,13.32,2,4,3,25.1,3,1,1,2.7,0,4,4.8
560,28,Nordeste,42,50560,140.84,2,78.2,11,5,1,38.3,3,3,0,7.3,0,6,5.3
561,25,Sul,23,50561,338.87,3,12.58,8,13,2,20.36,2,1,2,4.6,0,3,6.0
562,54,Centro-Oeste,33,50562,237.49,4,58.24,7,13,3,50.09,3,2,9,3.5,0,5,0.0
563,34,Centro-Oeste,111,50563,393.63,5,24.65,9,5,4,43.96,3,2,0,3.2,0,8,4.5
564,25,Norte,39,50564,1013.75,1,47.75,10,8,2,14.48,1,1,1,6.3,0,2,6.5
565,64,Sul,58,50565,587.45,4,100.47,7,14,3,30.05,1,1,1,4.6,0,4,5.8
566,61,Sudeste,38,50566,447.5,5,24.81,6,7,2,44.85,3,2,4,4.9,0,5,3.3
567,47,Nordeste,18,50567,463.71,3,9.89,4,5,0,17.21,3,1,7,5.9,0,3,4.2
568,60,Nordeste,89,50568,461.83,2,14.02,7,6,3,29.26,1,6,4,0.0,0,8,0.0
569,60,Centro-Oeste,97,50569,470.16,6,40.43,11,10,3,54.07,1,1,0,5.8,0,5,6.5
570,33,Norte,108,50570,802.93,1,7.01,8,7,1,30.57,2,2,3,6.9,0,5,5.7
571,21,Sul,94,50571,376.56,4,32.82,9,12,0,25.85,2,0,11,8.8,1,0,2.3
572,38,Sul,50,50572,755.61,1,10.68,9,3,2,37.91,2,3,11,0.0,0,5,0.0
573,67,Nordeste,40,50573,201.55,4,7.05,11,7,1,34.9,1,0,0,6.1,0,3,8.0
574,51,Sul,75,50574,429.31,4,50.38,6,12,1,40.03,1,1,11,5.0,0,3,1.4
575,57,Sul,119,50575,234.33,4,2.0,7,9,4,17.68,3,1,3,6.8,0,4,2.9
576,52,Nordeste,70,50576,70.01,1,29.14,11,12,0,44.01,2,2,4,6.8,0,3,5.0
577,30,Sul,106,50577,34.27,5,0.98,2,14,1,28.06,3,1,10,5.6,0,3,1.7
578,60,Sul,74,50578,511.22,6,12.99,11,8,1,47.68,2,0,10,6.2,0,1,1.7
579,44,Centro-Oeste,67,50579,237.97,4,8.39,6,14,3,30.49,2,1,2,6.2,0,5,4.8
580,25,Nordeste,58,50580,288.81,4,29.89,6,9,0,44.0,1,2,5,5.0,0,4,4.0
581,58,Norte,46,50581,88.14,5,32.4,1,14,1,37.58,1,4,9,4.4,0,8,0.5
582,59,Norte,92,50582,797.77,1,27.19,6,9,4,44.07,1,0,1,3.9,0,3,5.2
583,46,Centro-Oeste,104,50583,151.8,5,17.69,6,3,0,51.33,2,3,0,6.4,0,5,6.9
584,33,Nordeste,46,50584,439.41,4,0.95,2,2,1,16.95,3,3,11,4.3,0,6,0.0
585,60,Centro-Oeste,99,50585,670.5,5,14.19,7,12,4,27.37,3,2,1,0.0,0,4,2.9
586,63,Norte,66,50586,545.98,5,18.22,2,2,2,42.4,3,2,8,6.4,0,3,1.6
587,22,Nordeste,17,50587,629.21,3,4.53,7,8,4,41.62,2,2,1,4.1,0,4,3.3
588,54,Nordeste,68,50588,1060.85,6,9.41,6,7,1,40.87,3,3,1,7.9,0,5,5.3
589,57,Centro-Oeste,41,50589,302.19,2,5.25,5,6,3,55.06,1,1,2,3.0,0,3,5.7
590,57,Nordeste,116,50590,149.04,3,5.27,10,11,0,24.78,2,0,11,5.5,0,2,2.8
591,59,Nordeste,59,50591,578.24,4,17.71,11,5,0,35.58,3,3,8,6.6,0,5,1.8
592,27,Sul,99,50592,107.11,1,52.64,2,10,3,44.49,1,1,7,6.1,0,3,0.6
593,32,Norte,112,50593,572.3,4,21.25,8,10,4,36.76,2,2,2,3.9,0,5,1.7
594,38,Sudeste,11,50594,344.19,4,113.73,5,10,1,56.66,1,3,11,2.0,0,7,0.0
595,51,Centro-Oeste,53,50595,409.77,6,8.23,3,5,5,43.93,2,1,10,0.2,0,3,0.0
596,39,Sul,35,50596,544.91,1,17.71,8,11,5,60.58,3,4,6,0.0,0,9,0.0
597,39,Nordeste,6,50597,355.75,5,26.1,8,11,4,33.54,3,0,3,3.3,0,5,3.3
598,26,Sudeste,3,50598,255.95,4,58.47,5,12,2,38.37,3,1,4,4.2,0,4,5.1
599,43,Nordeste,41,50599,984.67,1,9.23,9,7,2,47.73,3,1,9,1.8,0,6,1.2
600,30,Sudeste,115,50600,446.05,1,8.72,5,13,3,10.23,3,2,2,3.4,0,5,3.4
601,35,Centro-Oeste,11,50601,615.64,4,8.66,4,3,2,26.44,3,1,11,1.6,0,3,0.0
602,18,Centro-Oeste,84,50602,279.65,6,15.36,8,8,3,19.07,1,0,3,4.9,0,3,5.0
603,40,Nordeste,49,50603,253.74,4,16.22,6,12,5,24.61,3,1,11,2.4,0,3,0.0
604,50,Norte,70,50604,839.51,3,7.81,9,10,1,33.86,1,0,9,5.4,0,3,2.9
605,64,Nordeste,61,50605,981.65,2,11.46,8,8,2,33.33,3,2,2,5.4,0,4,4.4
606,48,Sudeste,13,50606,522.52,5,22.67,10,4,1,23.65,3,0,0,10.0,1,2,9.2
607,38,Sul,1,50607,555.58,6,11.69,10,11,1,41.86,1,0,10,0.2,0,4,1.5
608,40,Norte,25,50608,140.08,3,34.02,6,9,3,46.82,3,2,9,0.4,0,4,0.0
609,33,Sudeste,82,50609,393.87,6,88.01,3,12,4,42.82,2,0,5,3.7,0,2,2.3
610,44,Norte,48,50610,206.81,4,53.71,3,7,1,33.61,3,3,11,2.4,0,7,0.0
611,54,Norte,20,50611,496.11,6,101.13,9,11,6,29.64,1,2,4,2.1,0,5,0.1
612,55,Centro-Oeste,95,50612,579.14,1,42.46,9,6,1,30.62,2,2,8,7.7,0,4,2.2
613,69,Norte,93,50613,683.92,1,11.75,11,5,1,46.89,2,1,2,5.4,0,7,7.6
614,31,Centro-Oeste,60,50614,366.07,6,14.83,3,3,3,33.67,2,3,10,1.3,0,6,0.0
615,54,Sul,70,50615,193.66,2,145.81,7,11,2,43.48,3,1,3,4.7,0,3,4.5
616,64,Norte,3,50616,1204.83,6,0.94,10,4,3,25.72,2,1,3,4.2,0,4,4.2
617,24,Sul,89,50617,1235.83,6,44.18,8,12,2,56.66,3,1,3,8.8,1,4,4.9
618,29,Nordeste,102,50618,297.68,4,55.26,7,12,2,55.3,2,1,4,2.2,0,3,4.0
619,45,Norte,26,50619,144.9,2,31.47,9,13,2,30.39,1,1,11,5.8,0,4,0.6
620,20,Norte,6,50620,809.01,6,30.3,3,14,3,45.6,1,1,7,5.2,0,4,0.6
621,39,Sudeste,62,50621,143.57,5,75.76,6,2,2,52.09,2,1,11,2.6,0,4,0.0
622,68,Nordeste,81,50622,319.77,2,130.87,2,12,4,20.62,2,3,11,2.1,0,5,0.0
623,38,Norte,32,50623,584.26,4,197.07,11,3,3,30.05,2,0,0,6.0,0,2,5.9
624,46,Nordeste,95,50624,203.81,6,27.65,7,5,2,26.61,2,0,3,4.9,0,4,6.0
625,37,Nordeste,52,50625,409.61,3,2.29,4,9,1,20.85,3,2,1,6.3,0,4,5.8
626,20,Centro-Oeste,80,50626,445.99,4,1.42,9,6,4,37.85,3,2,6,2.6,0,4,0.8
627,44,Norte,3,50627,296.05,5,29.13,11,2,3,36.82,3,1,7,5.6,0,3,1.9
628,38,Sudeste,52,50628,486.84,5,25.31,3,11,2,51.33,3,2,0,5.5,0,5,5.8
629,58,Sul,2,50629,138.61,1,34.09,1,7,3,39.34,3,1,8,4.1,0,6,0.2
630,50,Norte,10,50630,345.45,5,37.84,3,12,2,32.45,1,2,3,6.5,0,5,3.7
631,47,Centro-Oeste,52,50631,189.76,3,107.58,2,4,1,32.21,2,1,0,5.3,0,5,7.5
632,65,Nordeste,50,50632,372.11,6,17.22,10,13,3,51.74,3,3,2,2.7,0,6,2.8
633,56,Norte,75,50633,152.23,2,0.44,8,8,0,41.72,2,3,8,5.6,0,5,2.0
634,58,Sudeste,11,50634,71.39,4,4.12,10,10,4,41.94,2,1,5,5.2,0,4,2.4
635,26,Sul,37,50635,253.83,3,17.24,2,11,1,25.93,2,1,10,6.3,0,3,1.5
636,65,Centro-Oeste,8,50636,357.25,4,4.83,10,12,2,41.41,3,3,11,1.7,0,6,0.0
637,55,Norte,68,50637,384.16,1,25.68,3,2,0,53.81,1,1,8,7.8,0,3,3.8
638,40,Norte,34,50638,289.92,1,33.73,10,12,3,26.19,3,1,0,4.5,0,4,5.3
639,40,Norte,62,50639,298.61,2,10.01,11,7,1,38.65,1,2,10,7.0,0,3,0.5
640,18,Norte,5,50640,276.35,4,1.92,4,10,2,38.63,1,1,2,5.1,0,6,6.8
641,38,Nordeste,19,50641,258.63,4,23.2,10,12,0,37.57,2,2,9,7.2,0,2,3.3
642,49,Norte,78,50642,829.68,3,29.03,8,13,2,47.23,1,0,4,7.3,0,1,6.1
643,62,Nordeste,112,50643,470.04,6,72.19,2,9,1,34.2,1,1,8,5.6,0,3,3.6
644,43,Centro-Oeste,7,50644,74.24,2,43.19,7,10,2,26.67,2,3,0,2.7,0,7,3.9
645,50,Centro-Oeste,15,50645,512.44,3,80.42,5,3,0,23.19,2,1,0,10.0,1,3,9.1
646,26,Norte,58,50646,339.9,5,29.12,6,10,2,32.35,3,3,11,3.0,0,7,0.0
647,34,Nordeste,50,50647,197.48,4,44.93,2,3,1,5.74,1,3,3,5.2,0,6,3.7
648,23,Nordeste,86,50648,274.53,2,24.22,7,6,3,27.5,3,0,2,4.9,0,3,4.9
649,63,Nordeste,16,50649,825.63,4,19.12,2,5,3,33.98,2,1,10,5.3,0,3,0.0
650,24,Centro-Oeste,96,50650,902.94,2,5.18,8,5,4,51.8,2,2,3,2.7,0,5,1.6
651,24,Centro-Oeste,32,50651,479.61,3,40.16,4,5,5,40.34,2,2,2,1.8,0,6,2.4
652,54,Sul,38,50652,722.01,3,20.33,4,5,2,43.57,1,1,4,3.6,0,5,3.5
653,22,Centro-Oeste,32,50653,382.72,5,52.5,2,4,3,55.87,1,2,2,4.9,0,4,4.0
654,50,Sudeste,72,50654,188.41,1,0.97,5,10,4,50.42,3,2,2,3.9,0,4,3.8
655,67,Norte,57,50655,240.42,5,33.38,4,4,1,53.53,1,2,8,4.4,0,5,1.7
656,27,Norte,37,50656,413.75,1,17.77,9,6,1,57.11,3,0,1,8.3,1,1,7.0
657,34,Centro-Oeste,107,50657,264.22,5,19.4,7,7,4,43.66,1,3,2,0.9,0,7,1.8
658,57,Nordeste,59,50658,378.62,5,23.11,11,12,2,42.5,2,3,4,2.6,0,7,1.8
659,45,Norte,32,50659,769.77,4,2.71,5,11,3,56.6,3,4,1,0.0,0,7,1.8
660,64,Centro-Oeste,56,50660,425.3,1,31.16,8,13,3,32.52,2,1,7,1.9,0,3,3.0
661,63,Sul,94,50661,381.75,3,16.7,6,12,4,27.78,1,4,2,6.4,0,7,1.0
662,39,Sudeste,102,50662,465.62,1,2.63,3,12,3,19.67,3,2,8,0.0,0,4,0.0
663,38,Sudeste,101,50663,351.56,3,37.01,1,11,4,38.78,1,0,2,5.3,0,5,3.4
664,64,Sul,3,50664,1118.27,1,24.39,5,9,3,55.7,3,1,2,4.4,0,3,3.6
665,49,Centro-Oeste,116,50665,626.83,3,15.11,10,9,5,50.74,2,2,10,0.0,0,7,0.0
666,49,Norte,50,50666,193.2,2,79.61,8,14,2,51.27,2,0,3,6.3,0,2,6.1
667,68,Centro-Oeste,90,50667,1117.53,2,16.17,10,8,4,13.09,1,3,5,2.3,0,5,0.0
668,53,Centro-Oeste,114,50668,597.89,5,2.12,8,13,1,40.01,1,1,5,4.4,0,4,3.7
669,48,Sudeste,104,50669,163.07,4,2.26,6,12,4,43.48,2,2,11,0.0,0,4,0.0
670,23,Sul,92,50670,347.47,1,67.31,4,5,1,54.28,3,0,3,5.5,0,2,6.1
671,38,Sudeste,32,50671,150.8,4,10.32,11,7,2,54.76,2,2,8,3.0,0,5,0.0
672,52,Nordeste,106,50672,542.7,1,8.22,7,5,1,39.87,2,0,5,5.8,0,2,6.0
673,31,Sudeste,5,50673,100.37,5,22.53,2,14,3,34.02,2,1,8,3.1,0,4,1.3
674,40,Centro-Oeste,71,50674,560.25,2,57.77,7,7,0,43.84,3,0,6,8.4,1,1,6.2
675,59,Sul,78,50675,288.59,6,59.46,7,7,4,35.22,2,2,5,0.0,0,6,0.8
676,41,Sul,77,50676,471.91,6,67.89,5,13,0,42.32,1,2,3,6.5,0,2,6.6
677,47,Norte,80,50677,681.46,6,9.48,5,2,1,67.06,3,1,4,7.1,0,2,4.4
678,27,Nordeste,93,50678,394.47,4,107.98,10,11,2,37.46,3,1,3,6.6,0,2,4.5
679,22,Nordeste,80,50679,253.51,1,19.92,11,8,1,50.73,1,3,4,3.9,0,5,2.8
680,59,Nordeste,78,50680,306.19,2,5.94,4,8,0,42.73,1,1,3,10.0,1,3,6.5
681,47,Centro-Oeste,104,50681,361.85,5,5.75,6,7,1,35.43,3,1,2,6.8,0,2,6.7
682,24,Norte,62,50682,554.48,6,12.97,7,12,0,68.54,2,2,8,5.9,0,7,2.4
683,23,Nordeste,91,50683,358.56,3,3.13,9,8,1,40.58,1,0,11,6.6,0,2,2.3
684,25,Norte,88,50684,414.07,2,62.04,10,11,4,44.76,2,2,9,1.1,0,4,0.0
685,69,Sudeste,90,50685,623.43,6,36.27,3,9,1,44.58,1,4,6,3.9,0,8,0.4
686,43,Nordeste,81,50686,926.04,1,50.74,7,11,2,32.37,1,1,1,3.1,0,3,6.3
687,35,Sudeste,24,50687,93.9,6,27.22,10,10,3,34.65,3,3,8,3.8,0,5,0.0
688,53,Norte,76,50688,320.04,1,22.74,9,13,0,41.78,1,2,11,7.8,0,2,2.2
689,43,Sul,75,50689,193.84,4,8.65,10,11,2,51.39,3,1,9,6.4,0,3,1.1
690,53,Sul,29,50690,884.96,3,7.33,5,9,2,36.56,1,1,9,7.4,0,2,1.4
691,58,Sul,89,50691,237.2,6,17.28,3,9,3,35.43,1,1,6,0.0,0,4,0.7
692,21,Sudeste,4,50692,68.73,6,39.5,11,9,2,45.93,3,2,5,2.2,0,5,2.1
693,30,Centro-Oeste,72,50693,220.09,4,27.36,5,8,3,44.67,3,0,2,5.0,0,3,5.9
694,41,Sul,72,50694,466.8,6,2.57,11,4,3,38.84,3,1,6,6.4,0,4,2.7
695,48,Centro-Oeste,29,50695,626.9,3,2.92,10,10,3,45.5,2,1,0,3.3,0,3,6.8
696,39,Sul,44,50696,667.52,3,91.28,6,3,4,27.22,2,0,3,6.5,0,2,3.0
697,57,Sudeste,47,50697,450.65,5,4.79,6,12,1,43.3,3,1,2,8.0,1,4,6.2
698,35,Sudeste,55,50698,116.91,2,44.76,1,2,4,44.52,1,2,1,0.0,0,5,3.8
699,51,Nordeste,108,50699,325.19,1,61.0,4,8,4,23.69,1,0,10,2.4,0,3,0.0
700,40,Sudeste,105,50700,289.45,6,52.81,9,13,1,26.45,3,1,9,9.1,1,3,1.7
701,56,Sudeste,89,50701,651.98,4,24.9,6,5,1,37.44,3,1,7,6.8,0,3,3.0
702,64,Nordeste,74,50702,588.11,5,24.81,2,14,2,20.23,2,2,7,6.4,0,5,1.9
703,54,Sul,86,50703,389.97,2,0.12,5,3,4,29.93,2,3,5,3.5,0,6,0.0
704,64,Sudeste,68,50704,742.9,1,55.36,7,6,0,37.05,1,2,9,5.7,0,3,4.0
705,18,Sudeste,29,50705,409.49,2,36.49,6,2,1,38.79,1,3,11,2.8,0,7,0.0
706,59,Centro-Oeste,46,50706,241.86,3,149.5,11,3,4,52.68,3,1,9,4.4,0,3,0.0
707,37,Norte,61,50707,148.96,6,1.54,9,10,4,25.74,3,1,5,5.4,0,6,1.3
708,64,Sudeste,38,50708,254.94,5,13.7,11,8,0,23.12,1,1,10,8.9,1,2,3.0
709,42,Norte,94,50709,248.06,4,123.45,1,2,1,38.67,1,2,1,3.8,0,6,5.5
710,23,Sul,60,50710,1011.99,1,1.29,8,14,3,13.34,2,1,9,4.4,0,3,0.1
711,69,Nordeste,100,50711,143.09,3,8.05,7,11,2,29.36,3,0,3,4.3,0,2,6.6
712,47,Sul,44,50712,1284.29,6,2.89,3,7,3,43.24,3,0,10,4.5,0,2,1.7
713,37,Centro-Oeste,26,50713,347.56,5,9.99,6,12,4,37.15,3,3,4,2.1,0,5,0.2
714,26,Sudeste,51,50714,416.54,6,2.43,10,5,4,44.13,2,0,8,1.5,0,4,0.7
715,65,Sul,22,50715,310.54,6,3.49,2,4,2,24.61,2,0,4,5.6,0,3,4.3
716,66,Nordeste,57,50716,411.41,2,3.18,7,9,6,33.98,1,0,7,2.4,0,4,0.0
717,35,Norte,108,50717,843.11,5,3.37,3,2,2,48.89,3,2,11,3.2,0,4,0.0
718,57,Sul,6,50718,27.01,2,83.21,1,2,0,30.99,1,0,3,5.6,0,1,7.8
719,20,Centro-Oeste,34,50719,374.01,2,15.1,5,7,3,32.15,2,0,8,3.8,0,3,1.7
720,53,Sudeste,49,50720,657.27,1,32.18,2,8,2,46.55,2,1,5,4.1,0,3,3.3
721,23,Sudeste,14,50721,523.64,3,2.59,1,10,5,29.8,1,2,1,0.0,0,4,2.0
722,61,Centro-Oeste,107,50722,471.73,1,8.62,1,9,1,32.81,2,1,4,8.6,1,4,4.6
723,55,Centro-Oeste,86,50723,154.35,4,125.36,5,9,2,35.03,3,2,0,4.8,0,4,4.7
724,18,Norte,79,50724,283.05,2,59.35,11,10,1,44.55,2,2,5,1.7,0,4,4.2
725,36,Sudeste,110,50725,641.73,1,18.47,4,8,1,51.01,3,4,11,1.6,0,6,0.0
726,55,Norte,49,50726,171.35,5,20.19,9,7,2,39.96,1,1,6,5.0,0,4,3.0
727,45,Norte,55,50727,1072.6,2,2.58,11,2,4,18.52,2,1,7,5.6,0,4,0.5
728,64,Sul,35,50728,327.51,3,15.55,8,8,2,32.65,1,1,2,6.8,0,2,5.4
729,26,Nordeste,119,50729,574.11,3,28.38,5,12,3,31.79,2,0,11,5.8,0,2,0.0
730,64,Nordeste,67,50730,142.52,2,138.9,5,2,1,31.06,2,1,0,3.5,0,4,7.1
731,27,Sul,80,50731,198.23,4,19.88,6,11,3,62.25,1,1,2,0.8,0,4,5.1
732,41,Norte,47,50732,170.19,4,24.71,8,12,1,22.63,3,2,2,5.5,0,5,5.6
733,43,Sul,30,50733,658.72,4,16.66,2,10,4,29.08,3,0,7,2.2,0,5,1.6
734,25,Nordeste,42,50734,529.51,6,39.41,9,2,3,40.72,3,1,1,4.5,0,4,6.2
735,22,Sul,51,50735,117.19,3,18.67,5,9,2,54.84,2,2,6,5.0,0,4,2.5
736,30,Sudeste,40,50736,700.53,5,14.13,8,10,1,26.09,3,2,0,7.6,0,6,7.2
737,39,Sul,16,50737,309.91,3,9.87,7,13,2,16.17,1,2,9,4.4,0,4,0.9
738,51,Norte,81,50738,129.27,4,4.3,2,7,3,47.36,3,4,5,0.7,0,8,0.0
739,42,Norte,62,50739,446.26,3,50.52,1,9,3,43.92,2,0,7,6.3,0,2,1.3
740,40,Norte,35,50740,233.57,3,60.22,5,13,0,36.94,1,1,2,7.9,0,1,6.7
741,58,Norte,43,50741,50.93,5,33.78,6,4,3,35.93,2,0,10,4.3,0,3,1.0
742,65,Centro-Oeste,60,50742,126.73,6,55.24,3,12,4,21.77,2,1,5,3.9,0,3,2.5
743,38,Sudeste,66,50743,137.17,1,3.13,4,14,2,51.69,3,2,11,1.2,0,7,0.0
744,20,Sul,77,50744,192.85,5,48.42,9,2,1,44.74,1,2,11,3.9,0,4,0.0
745,25,Sul,73,50745,328.62,5,43.11,10,12,6,44.36,2,2,7,0.0,0,5,0.0
746,63,Sudeste,66,50746,347.38,6,103.33,10,12,1,37.57,3,2,0,7.9,0,3,7.7
747,67,Sul,116,50747,218.79,1,17.39,11,9,3,35.44,2,3,0,3.2,0,5,4.1
748,56,Nordeste,74,50748,475.08,3,7.77,11,7,1,19.23,2,0,1,6.8,0,2,7.3
749,68,Sul,13,50749,213.38,5,3.22,11,11,1,27.99,1,4,4,7.5,0,6,2.0
750,56,Nordeste,34,50750,407.16,6,54.62,9,7,1,23.3,3,1,8,4.7,0,3,3.4
751,39,Sudeste,80,50751,474.68,1,30.24,6,14,6,21.66,2,1,10,0.9,0,4,0.0
752,62,Centro-Oeste,22,50752,630.25,3,12.3,10,10,4,44.64,2,2,0,0.0,0,5,4.2
753,28,Nordeste,106,50753,391.87,5,30.44,2,14,2,46.21,2,1,10,6.7,0,3,0.5
754,40,Sul,84,50754,569.84,1,39.44,3,8,2,26.67,3,1,0,3.1,0,5,6.8
755,66,Sul,95,50755,1466.72,1,40.2,7,10,2,21.03,2,3,0,7.9,0,4,4.7
756,33,Nordeste,81,50756,411.17,5,24.37,4,3,2,37.36,1,1,11,2.0,0,5,0.1
757,69,Sul,78,50757,1471.44,4,14.66,8,7,3,42.78,3,3,3,2.8,0,6,1.6
758,68,Centro-Oeste,60,50758,247.14,3,66.17,5,13,2,46.46,3,0,1,7.0,0,2,6.5
759,45,Centro-Oeste,57,50759,635.09,5,19.89,4,11,0,33.25,1,2,6,3.7,0,6,5.4
760,52,Sudeste,12,50760,173.52,6,14.92,4,12,3,29.28,2,2,11,2.4,0,6,0.0
761,59,Norte,53,50761,686.0,1,0.04,3,9,2,40.03,3,2,5,4.9,0,5,3.0
762,46,Centro-Oeste,107,50762,262.36,5,17.48,3,9,4,32.72,1,2,3,0.4,0,4,2.2
763,55,Nordeste,52,50763,120.2,2,0.47,10,5,3,4.61,2,4,3,4.8,0,9,1.0
764,23,Sul,103,50764,1094.43,4,36.53,11,14,2,47.86,3,2,11,1.3,0,4,0.0
765,66,Norte,54,50765,1152.0,6,32.08,8,4,4,57.77,3,1,1,2.8,0,4,3.2
766,31,Nordeste,98,50766,927.89,4,9.68,3,2,4,53.8,2,0,2,6.2,0,1,4.7
767,46,Norte,84,50767,139.76,5,9.24,11,6,5,45.37,2,4,10,0.0,0,8,0.0
768,66,Norte,51,50768,137.59,1,7.86,1,9,1,40.4,2,1,6,4.5,0,3,5.0
769,45,Norte,75,50769,482.15,2,37.46,4,12,5,21.47,2,4,6,0.0,0,7,0.0
770,27,Centro-Oeste,30,50770,284.43,2,44.76,7,7,1,32.46,3,0,2,6.1,0,1,7.9
771,63,Sul,31,50771,1010.66,1,15.43,4,13,2,31.92,2,0,7,5.2,0,3,3.7
772,64,Norte,69,50772,550.17,4,34.27,9,12,0,45.49,1,1,7,6.5,0,2,5.1
773,21,Norte,89,50773,542.58,1,3.45,5,14,8,42.85,3,1,8,0.0,0,4,0.0
774,41,Sudeste,76,50774,217.9,5,9.85,5,9,3,21.86,3,0,6,6.1,0,4,4.0
775,19,Sul,64,50775,141.67,3,8.17,7,4,1,22.43,3,1,7,6.5,0,2,3.7
776,63,Centro-Oeste,87,50776,1023.52,4,85.92,1,12,2,50.66,2,4,4,1.9,0,7,1.2
777,46,Sul,48,50777,485.88,3,19.33,10,10,3,36.9,2,2,10,5.4,0,5,0.0
778,42,Centro-Oeste,113,50778,550.88,5,1.45,2,13,0,23.52,1,1,11,6.3,0,1,2.3
779,48,Norte,29,50779,726.05,1,73.56,10,13,1,38.31,2,3,10,2.7,0,5,0.8
780,64,Sul,22,50780,496.81,4,18.44,7,5,2,9.17,1,2,3,7.2,0,5,3.8
781,68,Centro-Oeste,19,50781,383.83,5,6.21,7,9,1,45.92,1,1,2,5.1,0,3,6.0
782,63,Sul,8,50782,166.82,6,30.74,2,13,2,36.11,1,1,6,5.9,0,3,3.3
783,32,Nordeste,44,50783,272.77,1,8.22,7,9,4,37.19,3,1,9,0.0,0,3,0.0
784,55,Sul,102,50784,1386.85,5,0.15,11,3,5,45.19,2,1,9,2.7,0,3,0.0
